Année;Perimètre juridique;Perimètre spatial;Indicateur;Type de contrat;Tranche horaire;Collège;Genre;Valeur;Unité;Chapitre du bilan social
2017;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Cadre;Homme;291.0;Nombre;§4.2.2
2017;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Maitrise;Homme;797.0;Nombre;§4.2.2
2017;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Execution;Homme;40.0;Nombre;§4.2.2
2017;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Cadre;Homme;1256.0;Nombre;§4.1.2
2017;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Cadre;Femme;197.0;Nombre;§4.1.2
2017;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Maitrise;Femme;2734.0;Nombre;§4.1.2
2017;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Cadre;Femme;438.0;Nombre;§4.1.3
2017;EDF SA;France;Salariés à temps partiel en décembre;;;Cadre;Femme;192.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Execution;Homme;16.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Cadre;Homme;12.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Cadre;Femme;7.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Execution;Femme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Cadre;Homme;27.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Maitrise;Femme;395.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Cadre;Homme;1.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Cadre;Homme;1.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Execution;Femme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Cadre;Homme;39.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Cadre;Homme;5.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Execution;Homme;212.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Execution;Homme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Cadre;Homme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Maitrise;Homme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Execution;Femme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Maitrise;Femme;9.0;Nombre;§4.2.2
2017;EDF SA;France;Salariés déclarés définitivement inaptes à leur emploi par le médecin du travail;;;;;0.0;Nombre;§4.7.1
2017;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Execution;Femme;377.0;Nombre;§4.1.3
2017;EDF SA;France;Salariés à temps partiel en décembre;;;Execution;Homme;60.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Cadre;Homme;2.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Execution;Femme;258.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Execution;Femme;1.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Execution;Homme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Cadre;Femme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Maitrise;Femme;1.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Execution;Homme;1.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Cadre;Femme;157.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Maitrise;Homme;938.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Cadre;Femme;1.0;Nombre;§4.2.2
2017;EDF SA;France;Salariés reclassés dans l'entreprise à la suite d'une inaptitude;;;;;0.0;Nombre;§4.7.2
2017;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Maitrise;Homme;14514.0;Nombre;§4.1.2
2017;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Execution;Homme;1710.0;Nombre;§4.1.2
2017;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Execution;Femme;222.0;Nombre;§4.1.2
2017;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Maitrise;Homme;969.0;Nombre;§4.1.3
2017;EDF SA;France;Salariés à temps partiel en décembre;;;Maitrise;Homme;297.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Execution;Femme;6.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Maitrise;Homme;77.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Cadre;Femme;9.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Cadre;Femme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Maitrise;Homme;189.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Cadre;Homme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Cadre;Homme;239.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Maitrise;Femme;1065.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Execution;Femme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Execution;Femme;1.0;Nombre;§4.2.2
